0.002578	0.994944	0
0.997521	3.154952	1
3.157529	3.624070	0
3.626648	4.961832	1
4.961832	5.719639	0
5.719639	7.428571	1
7.423416	8.209576	0
8.212154	10.225240	1
10.226918	10.472797	0
10.473974	11.924542	1
11.925718	12.849235	0
12.851588	14.279804	1
14.280980	14.589211	0
14.589211	20.789126	1
20.791479	21.096181	0
21.097357	22.523220	1
22.524396	23.485560	0
23.486736	25.602001	1
25.603178	25.847880	0
25.848222	28.322011	1
28.322642	29.658955	0
29.659586	31.852478	1
31.853740	32.099289	0
32.099920	33.205834	1
33.206465	34.520686	0
34.521317	37.807498	1
37.808129	38.197598	0
38.199520	39.525907	1
39.527005	40.021107	0
40.022205	41.477059	1
41.478157	41.765833	0
41.766931	43.774081	1
43.775179	45.000000	0
