0.000000	0.997507	0
0.998331	2.683633	1
2.684457	3.289880	0
3.290704	5.855723	1
5.855723	6.097069	0
6.097069	7.183537	1
7.184360	8.478402	0
8.480049	10.238661	1
10.239484	11.283943	0
11.283943	13.413222	1
13.414870	13.884382	0
13.886029	14.955199	1
14.956023	15.259146	0
15.259970	16.638853	1
16.639677	16.942801	0
16.943624	18.471598	1
18.472422	19.350492	0
19.351316	27.398920	1
27.399743	27.990340	0
27.991164	29.414527	1
29.415351	30.192106	0
30.192929	32.100631	1
32.101455	33.393026	0
33.393849	34.430071	1
34.430895	35.182938	0
35.183762	37.134296	1
37.135120	37.571684	0
37.572508	38.870668	1
38.871492	39.168849	0
39.168849	41.545240	1
41.545240	41.788233	0
41.789057	44.004825	1
44.005649	45.000000	0
