0.000000	0.991520	0
0.993328	2.403328	1
2.404232	2.874233	0
2.875136	4.090810	1
4.091714	4.789484	0
4.790388	8.036101	1
8.037005	8.821544	0
8.822448	10.358987	1
10.359891	10.602122	0
10.603026	12.067257	1
12.068161	12.990085	0
12.990989	14.447086	1
14.447989	14.759817	0
14.760720	18.013665	1
18.014569	18.295665	0
18.296569	22.842014	1
22.842918	23.806418	0
23.807322	25.709919	1
25.713535	25.917804	0
25.918708	27.391978	1
27.393786	28.721537	0
28.722440	30.324961	1
30.325864	30.568999	0
30.569903	31.802750	1
31.803654	33.070847	0
33.071751	38.487600	1
38.488504	38.867216	0
38.868120	42.572083	1
42.572987	43.071007	0
43.071911	44.003777	1
44.004680	45.000000	0
