0.000000	0.998063	0
0.998856	2.569733	1
2.569733	3.033856	0
3.034650	4.770548	1
4.771342	5.559161	0
5.559954	9.015091	1
9.015884	9.801323	0
9.802116	11.690343	1
11.691136	11.932321	0
11.933115	13.488125	1
13.488918	14.416370	0
14.417164	17.451813	1
17.452607	17.708073	0
17.708866	19.854145	1
19.854938	20.156420	0
20.157213	22.954645	1
22.955438	23.915419	0
23.916212	25.027727	1
25.027727	25.266532	0
25.267325	26.426442	1
26.427236	27.757721	0
27.758515	28.934293	1
28.935086	29.177858	0
29.178651	30.206069	1
30.206862	31.519893	0
31.520687	32.808330	1
32.809123	33.247858	0
33.248652	34.656094	1
34.656888	35.152746	0
35.153539	36.407861	1
36.408654	36.696648	0
36.698235	40.347748	1
40.349335	40.684138	0
40.684932	43.173741	1
43.174534	43.403819	0
43.404612	44.004402	1
44.005195	45.000000	0
