0.000000	0.998950	0
0.999914	2.762767	1
2.762767	3.235751	0
3.236715	5.106495	1
5.107459	5.869435	0
5.870399	7.085130	1
7.087056	7.872152	0
7.873116	9.587804	1
9.588767	9.835374	0
9.836337	11.136803	1
11.137766	12.156946	0
12.157909	13.957369	1
13.958332	14.328242	0
14.329205	16.551557	1
16.552520	16.827063	0
16.828026	17.896335	1
17.897298	18.876982	0
18.877946	23.416089	1
23.417052	23.648246	0
23.649210	26.219315	1
26.220279	27.619965	0
27.620928	29.383782	1
29.384745	29.629425	0
29.630389	30.874019	1
30.874982	32.190861	0
32.191824	35.525833	1
35.526796	35.907303	0
35.908266	37.569973	1
37.570936	38.072819	0
38.073783	39.806774	1
39.807737	40.098656	0
40.099619	41.151552	1
41.152515	41.533985	0
41.534948	42.718854	1
42.719817	42.964497	0
42.965460	44.002943	1
44.003906	45.000000	0
