0.000000	0.999483	0
1.000748	2.801083	1
2.802348	3.324863	0
3.326128	4.579910	1
4.581175	5.340276	0
5.341541	7.704876	1
7.706141	8.493076	0
8.494341	9.798730	1
9.799995	10.041642	0
10.042907	13.180525	1
13.181790	14.100302	0
14.101568	15.575489	1
15.576754	15.889251	0
15.890516	18.844684	1
18.845949	19.147059	0
19.148325	20.183232	1
20.185763	21.147291	0
21.148556	22.222684	1
22.223949	22.466861	0
22.468127	24.970630	1
24.971895	26.315504	0
26.316769	27.713515	1
27.714780	27.958958	0
27.960223	29.775740	1
29.777005	31.090250	0
31.091515	32.647672	1
32.648937	33.027222	0
33.028488	34.722548	1
34.723813	35.223555	0
35.224820	38.095487	1
38.096752	38.387741	0
38.389006	40.711856	1
40.713121	41.093937	0
41.095202	42.738656	1
42.739921	42.984098	0
42.985363	44.001294	1
44.002559	45.000000	0
