0.000000	1.362912	1
1.364129	1.617241	0
1.618458	2.801271	1
2.802487	3.087239	0
3.088456	3.953661	1
3.953661	4.318727	0
4.319944	5.617144	1
5.618361	6.052789	0
6.054006	6.776836	1
6.778053	7.189360	0
7.190577	8.740889	1
8.742106	9.282403	0
9.283620	9.830002	1
9.831219	10.129355	0
10.131789	11.427772	1
11.428989	11.835429	0
11.836646	12.408582	1
12.409799	12.671429	0
12.672646	13.146015	1
13.148449	13.421031	0
13.422248	13.923605	1
13.924822	14.255814	0
14.257031	14.805847	1
14.807064	15.112502	0
15.113719	15.600473	1
15.601690	15.919297	0
15.920514	16.444992	1
16.446208	16.778418	0
16.779635	17.250570	1
17.251787	17.523152	0
17.524369	18.129161	1
18.130378	18.473540	0
18.474757	20.004382	1
