0.000000	0.958315	0
0.958315	3.187027	1
3.187027	3.697708	0
3.697708	5.258122	1
5.258122	5.459873	0
5.459873	6.998220	1
6.998220	8.224485	0
8.224485	9.832185	1
9.832185	10.831480	0
10.831480	12.164925	1
12.164925	12.609406	0
12.609406	15.662691	1
15.662691	15.938290	0
15.938290	17.606621	1
17.606621	17.850495	0
17.850495	20.689503	1
20.689503	21.551013	0
21.551013	22.803173	1
22.803173	23.378268	0
23.378268	24.876189	1
24.876189	25.553820	0
25.553820	27.319227	1
27.319227	28.509539	0
28.509539	30.163493	1
30.163493	30.814376	0
30.814376	33.116890	1
33.116890	33.439286	0
33.439286	37.270559	1
37.270559	37.510482	0
37.510482	41.004362	1
41.004362	41.604170	0
41.604170	43.546048	1
43.546048	45.000000	0
