0.000000	0.952352	0
0.952352	2.218452	1
2.218452	2.610765	0
2.610765	5.490696	1
5.490696	6.159411	0
6.159411	7.543343	1
7.543343	8.211817	0
8.211817	11.493874	1
11.493874	12.310320	0
12.310320	16.079184	1
16.079184	16.249411	0
16.249411	18.733856	1
18.733856	18.970283	0
18.970283	22.452286	1
22.452286	23.316447	0
23.316447	28.037015	1
28.037015	29.297955	0
29.297955	33.771206	1
33.771206	34.969369	0
34.969369	37.842837	b1
37.842837	38.065504	0
38.065504	39.942271	1
39.942271	40.313384	0
40.313384	44.056315	1
44.056315	45.000000	0
