0.000000	0.975495	0
0.975495	2.884072	1
2.884072	3.249882	0
3.249882	4.612394	1
4.612394	5.317507	0
5.317507	7.772149	1
7.772149	8.456056	0
8.456056	13.232799	1
13.232799	14.065151	0
14.065151	15.607917	1
15.607917	15.862394	0
15.862394	18.884307	1
18.884307	19.117578	0
19.117578	20.209708	1
20.209708	21.121583	0
21.121583	25.007658	1
25.007658	26.269439	0
26.269439	29.842510	1
29.842510	31.058915	0
31.058915	32.727714	1
32.727714	32.992511	0
32.992511	34.751524	1
34.751524	35.199158	0
35.199158	40.734687	1
40.734687	41.056227	0
41.056227	44.069875	1
44.069875	45.000000	0
