0.000000	0.911876	0
0.911876	3.179843	1
3.179843	3.587759	0
3.587759	5.028735	1
5.028735	5.688533	0
5.688533	7.449482	1
7.449482	8.189527	0
8.189527	11.956573	1
11.956573	12.817033	0
12.817033	14.306948	1
14.306948	14.551255	0
14.551255	20.822858	1
20.822858	21.067166	0
21.067166	22.547195	1
22.547195	23.458224	0
23.458224	28.390078	1
28.390078	29.622648	0
29.622648	33.233666	1
33.233666	34.485150	0
34.485150	37.845002	1
37.845002	38.169273	0
38.169273	39.589191	1
39.589191	39.994061	0
39.994061	43.842203	1
43.842203	45.000000	0
