0.000000	0.983534	0
0.983534	2.596515	1
2.596515	2.963210	0
2.963210	4.843448	1
4.843448	5.495739	0
5.495739	9.053349	1
9.053349	9.731882	0
9.731882	13.560461	1
13.560461	14.354003	0
14.354003	17.466829	1
17.466829	17.685276	0
17.685276	19.887577	1
19.887577	20.123856	0
20.123856	22.981497	1
22.981497	23.855284	0
23.855284	26.498937	1
26.498937	27.720455	0
27.720455	30.279404	1
30.279404	31.478632	0
31.478632	32.869559	1
32.869559	33.145961	0
33.145961	34.688463	1
34.688463	35.116441	0
35.116441	36.440496	1
36.440496	36.667859	0
36.667859	40.352071	1
40.352071	40.636980	0
40.636980	44.048387	1
44.048387	45.000000	0
