0.000000	0.980782	0
0.980782	2.585697	1
2.585697	3.102836	0
3.102836	5.024037	1
5.024037	5.314053	0
5.314053	6.543470	1
6.543470	7.817020	0
7.817020	9.917298	1
9.917298	10.963879	0
10.963879	15.232163	1
15.232163	15.774367	0
15.774367	16.883995	1
16.883995	17.180316	0
17.180316	18.510608	1
18.510608	18.794320	0
18.794320	21.176150	1
21.176150	22.101280	0
22.101280	23.125589	1
23.125589	23.772385	0
23.772385	25.283341	1
25.283341	26.062677	0
26.062677	27.311974	1
27.311974	28.617046	0
28.617046	35.435584	1
35.435584	36.198453	0
36.198453	37.841677	1
37.841677	38.272789	0
38.272789	39.636051	1
39.636051	39.971568	0
39.971568	43.932330	1
43.932330	45.000000	0
