0.000000	0.933082	0
0.933082	2.778040	1
2.778040	3.265787	0
3.265787	7.252592	1
7.252592	8.397738	0
8.397738	10.327521	1
10.327521	11.239397	0
11.239397	13.416525	1
13.416525	13.843888	0
14.956285	15.226000	0
15.226000	16.668830	1
16.668830	16.909567	0
16.909567	18.492192	1
18.492192	19.321398	0
19.321398	27.421763	1
27.421763	27.961193	0
27.961193	29.479175	1
29.479175	30.161264	0
30.161264	32.122828	1
32.122828	33.357721	0
33.357721	34.458871	1
34.458871	35.114212	0
35.114212	37.164937	1
37.164937	37.537188	0
37.537188	38.903595	1
38.903595	39.128729	0
39.128729	41.611890	1
41.611890	41.761236	0
41.761236	44.032637	1
44.032637	45.000000	0
