0.000000	0.959693	0
0.959693	3.178981	1
3.178981	3.568857	0
3.568857	4.633515	1
4.738482	5.398270	0
5.398270	10.886512	1
10.886512	11.546301	0
11.546301	15.115157	1
15.115157	15.879912	0
15.879912	17.251124	1
17.251124	17.484398	0
17.509617	18.669682	1
18.669682	18.928175	0
18.928175	20.825891	1
20.825891	21.707093	0
21.707093	29.953645	1
29.953645	31.170452	0
31.170452	37.831970	1
37.831970	39.052941	0
39.052941	41.094750	1
41.094750	41.362236	0
41.362236	43.109811	1
43.109811	45.000000	0
